tokenizer,tokenizer_version,language,corpus,metric,value
gemma-2,main,ibo_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ilo_Latn,flores200_devtest,premium_ratio_estimate,1.8760821264445722
gemma-2,main,ilo_Latn,flores200_devtest,premium_ratio_ci_lower,1.854793133903126
gemma-2,main,ilo_Latn,flores200_devtest,premium_ratio_ci_upper,1.8974645910141017
gemma-2,main,ilo_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ind_Latn,flores200_devtest,premium_ratio_estimate,1.1175052806654007
gemma-2,main,ind_Latn,flores200_devtest,premium_ratio_ci_lower,1.106853777009581
gemma-2,main,ind_Latn,flores200_devtest,premium_ratio_ci_upper,1.1277238188803764
gemma-2,main,ind_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,isl_Latn,flores200_devtest,premium_ratio_estimate,1.883385200981664
gemma-2,main,isl_Latn,flores200_devtest,premium_ratio_ci_lower,1.861201708764509
gemma-2,main,isl_Latn,flores200_devtest,premium_ratio_ci_upper,1.9064980114567507
gemma-2,main,isl_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ita_Latn,flores200_devtest,premium_ratio_estimate,1.3639714159001963
gemma-2,main,ita_Latn,flores200_devtest,premium_ratio_ci_lower,1.3503431571200974
gemma-2,main,ita_Latn,flores200_devtest,premium_ratio_ci_upper,1.3784542263245125
gemma-2,main,ita_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,jav_Latn,flores200_devtest,premium_ratio_estimate,1.4922054911040066
gemma-2,main,jav_Latn,flores200_devtest,premium_ratio_ci_lower,1.4768246126138531
gemma-2,main,jav_Latn,flores200_devtest,premium_ratio_ci_upper,1.5077792899674998
gemma-2,main,jav_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,jpn_Jpan,flores200_devtest,premium_ratio_estimate,1.1993501472709538
gemma-2,main,jpn_Jpan,flores200_devtest,premium_ratio_ci_lower,1.1862083672320727
gemma-2,main,jpn_Jpan,flores200_devtest,premium_ratio_ci_upper,1.213365904721427
gemma-2,main,jpn_Jpan,flores200_devtest,n_sentences,1012.0
gemma-2,main,kab_Latn,flores200_devtest,premium_ratio_estimate,2.091120936471311
gemma-2,main,kab_Latn,flores200_devtest,premium_ratio_ci_lower,2.0685746774899485
gemma-2,main,kab_Latn,flores200_devtest,premium_ratio_ci_upper,2.1139016143988303
gemma-2,main,kab_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kac_Latn,flores200_devtest,premium_ratio_estimate,2.1655565211168666
gemma-2,main,kac_Latn,flores200_devtest,premium_ratio_ci_lower,2.133941431618314
gemma-2,main,kac_Latn,flores200_devtest,premium_ratio_ci_upper,2.198965946918072
gemma-2,main,kac_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kam_Latn,flores200_devtest,premium_ratio_estimate,1.8707227690310766
gemma-2,main,kam_Latn,flores200_devtest,premium_ratio_ci_lower,1.839822141367801
gemma-2,main,kam_Latn,flores200_devtest,premium_ratio_ci_upper,1.9046816001293005
gemma-2,main,kam_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kan_Knda,flores200_devtest,premium_ratio_estimate,3.3557528137979453
gemma-2,main,kan_Knda,flores200_devtest,premium_ratio_ci_lower,3.3159161099017833
gemma-2,main,kan_Knda,flores200_devtest,premium_ratio_ci_upper,3.3952215920848463
gemma-2,main,kan_Knda,flores200_devtest,n_sentences,1012.0
gemma-2,main,kas_Arab,flores200_devtest,premium_ratio_estimate,2.6136120290748663
gemma-2,main,kas_Arab,flores200_devtest,premium_ratio_ci_lower,2.578443114798952
gemma-2,main,kas_Arab,flores200_devtest,premium_ratio_ci_upper,2.648960907215011
gemma-2,main,kas_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,kas_Deva,flores200_devtest,premium_ratio_estimate,2.5224713688935725
gemma-2,main,kas_Deva,flores200_devtest,premium_ratio_ci_lower,2.4932804521879013
gemma-2,main,kas_Deva,flores200_devtest,premium_ratio_ci_upper,2.5514109396768716
gemma-2,main,kas_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,kat_Geor,flores200_devtest,premium_ratio_estimate,3.7339121483378572
gemma-2,main,kat_Geor,flores200_devtest,premium_ratio_ci_lower,3.6872984453971616
gemma-2,main,kat_Geor,flores200_devtest,premium_ratio_ci_upper,3.781294951656048
gemma-2,main,kat_Geor,flores200_devtest,n_sentences,1012.0
gemma-2,main,kaz_Cyrl,flores200_devtest,premium_ratio_estimate,2.3647625740912748
gemma-2,main,kaz_Cyrl,flores200_devtest,premium_ratio_ci_lower,2.3373488337534343
gemma-2,main,kaz_Cyrl,flores200_devtest,premium_ratio_ci_upper,2.3940381601511342
gemma-2,main,kaz_Cyrl,flores200_devtest,n_sentences,1012.0
gemma-2,main,kbp_Latn,flores200_devtest,premium_ratio_estimate,3.3167936636928497
gemma-2,main,kbp_Latn,flores200_devtest,premium_ratio_ci_lower,3.2616568214306283
gemma-2,main,kbp_Latn,flores200_devtest,premium_ratio_ci_upper,3.372616117088376
gemma-2,main,kbp_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kea_Latn,flores200_devtest,premium_ratio_estimate,1.5661874949732828
gemma-2,main,kea_Latn,flores200_devtest,premium_ratio_ci_lower,1.5512639160237334
gemma-2,main,kea_Latn,flores200_devtest,premium_ratio_ci_upper,1.5814689143915615
gemma-2,main,kea_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,khk_Cyrl,flores200_devtest,premium_ratio_estimate,2.6969784912278314
gemma-2,main,khk_Cyrl,flores200_devtest,premium_ratio_ci_lower,2.665219262904288
gemma-2,main,khk_Cyrl,flores200_devtest,premium_ratio_ci_upper,2.7301602764919632
gemma-2,main,khk_Cyrl,flores200_devtest,n_sentences,1012.0
gemma-2,main,khm_Khmr,flores200_devtest,premium_ratio_estimate,5.4583369729524325
gemma-2,main,khm_Khmr,flores200_devtest,premium_ratio_ci_lower,5.383865242139429
gemma-2,main,khm_Khmr,flores200_devtest,premium_ratio_ci_upper,5.535785268804071
gemma-2,main,khm_Khmr,flores200_devtest,n_sentences,1012.0
gemma-2,main,kik_Latn,flores200_devtest,premium_ratio_estimate,2.5459614729981106
gemma-2,main,kik_Latn,flores200_devtest,premium_ratio_ci_lower,2.5045457266132845
gemma-2,main,kik_Latn,flores200_devtest,premium_ratio_ci_upper,2.5883224208753366
gemma-2,main,kik_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kin_Latn,flores200_devtest,premium_ratio_estimate,2.019898885355676
gemma-2,main,kin_Latn,flores200_devtest,premium_ratio_ci_lower,1.9959427581422202
gemma-2,main,kin_Latn,flores200_devtest,premium_ratio_ci_upper,2.043643882102606
gemma-2,main,kin_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kir_Cyrl,flores200_devtest,premium_ratio_estimate,2.390102506579472
gemma-2,main,kir_Cyrl,flores200_devtest,premium_ratio_ci_lower,2.3581015350489594
gemma-2,main,kir_Cyrl,flores200_devtest,premium_ratio_ci_upper,2.423716020876109
gemma-2,main,kir_Cyrl,flores200_devtest,n_sentences,1012.0
gemma-2,main,kmb_Latn,flores200_devtest,premium_ratio_estimate,1.9200109980446514
gemma-2,main,kmb_Latn,flores200_devtest,premium_ratio_ci_lower,1.8966288361720993
gemma-2,main,kmb_Latn,flores200_devtest,premium_ratio_ci_upper,1.9443561100311726
gemma-2,main,kmb_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kmr_Latn,flores200_devtest,premium_ratio_estimate,2.0279271421587874
gemma-2,main,kmr_Latn,flores200_devtest,premium_ratio_ci_lower,2.0047781223203907
gemma-2,main,kmr_Latn,flores200_devtest,premium_ratio_ci_upper,2.0514269312453695
gemma-2,main,kmr_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,knc_Arab,flores200_devtest,premium_ratio_estimate,2.77334432208439
gemma-2,main,knc_Arab,flores200_devtest,premium_ratio_ci_lower,2.690524179713229
gemma-2,main,knc_Arab,flores200_devtest,premium_ratio_ci_upper,2.855832409384342
gemma-2,main,knc_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,knc_Latn,flores200_devtest,premium_ratio_estimate,2.0231947375093053
gemma-2,main,knc_Latn,flores200_devtest,premium_ratio_ci_lower,1.996231647234366
gemma-2,main,knc_Latn,flores200_devtest,premium_ratio_ci_upper,2.0515796434474103
gemma-2,main,knc_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kon_Latn,flores200_devtest,premium_ratio_estimate,1.8218605898266094
gemma-2,main,kon_Latn,flores200_devtest,premium_ratio_ci_lower,1.8013121904648979
gemma-2,main,kon_Latn,flores200_devtest,premium_ratio_ci_upper,1.8438840215770413
gemma-2,main,kon_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,kor_Hang,flores200_devtest,premium_ratio_estimate,1.663027465024551
gemma-2,main,kor_Hang,flores200_devtest,premium_ratio_ci_lower,1.6456782859165764
gemma-2,main,kor_Hang,flores200_devtest,premium_ratio_ci_upper,1.6807248353663604
gemma-2,main,kor_Hang,flores200_devtest,n_sentences,1012.0
gemma-2,main,lao_Laoo,flores200_devtest,premium_ratio_estimate,4.686382192076917
gemma-2,main,lao_Laoo,flores200_devtest,premium_ratio_ci_lower,4.624119763807871
gemma-2,main,lao_Laoo,flores200_devtest,premium_ratio_ci_upper,4.749276261024067
gemma-2,main,lao_Laoo,flores200_devtest,n_sentences,1012.0
gemma-2,main,lij_Latn,flores200_devtest,premium_ratio_estimate,1.8820271076066344
gemma-2,main,lij_Latn,flores200_devtest,premium_ratio_ci_lower,1.8617674667100215
gemma-2,main,lij_Latn,flores200_devtest,premium_ratio_ci_upper,1.9027809278127492
gemma-2,main,lij_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lim_Latn,flores200_devtest,premium_ratio_estimate,1.6408998049216295
gemma-2,main,lim_Latn,flores200_devtest,premium_ratio_ci_lower,1.6241099525272964
gemma-2,main,lim_Latn,flores200_devtest,premium_ratio_ci_upper,1.6583947384534874
gemma-2,main,lim_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lin_Latn,flores200_devtest,premium_ratio_estimate,1.765954691762986
gemma-2,main,lin_Latn,flores200_devtest,premium_ratio_ci_lower,1.747163931979005
gemma-2,main,lin_Latn,flores200_devtest,premium_ratio_ci_upper,1.7856285021443974
gemma-2,main,lin_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lit_Latn,flores200_devtest,premium_ratio_estimate,1.630266815639898
gemma-2,main,lit_Latn,flores200_devtest,premium_ratio_ci_lower,1.6121976804925147
gemma-2,main,lit_Latn,flores200_devtest,premium_ratio_ci_upper,1.6486363182002162
gemma-2,main,lit_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lmo_Latn,flores200_devtest,premium_ratio_estimate,1.9093881686828704
gemma-2,main,lmo_Latn,flores200_devtest,premium_ratio_ci_lower,1.8891745181623898
gemma-2,main,lmo_Latn,flores200_devtest,premium_ratio_ci_upper,1.9299536821684744
gemma-2,main,lmo_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ltg_Latn,flores200_devtest,premium_ratio_estimate,1.879525720578149
gemma-2,main,ltg_Latn,flores200_devtest,premium_ratio_ci_lower,1.8593210479269362
gemma-2,main,ltg_Latn,flores200_devtest,premium_ratio_ci_upper,1.899974726695005
gemma-2,main,ltg_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ltz_Latn,flores200_devtest,premium_ratio_estimate,1.798680257758059
gemma-2,main,ltz_Latn,flores200_devtest,premium_ratio_ci_lower,1.7798703682880799
gemma-2,main,ltz_Latn,flores200_devtest,premium_ratio_ci_upper,1.818607888764987
gemma-2,main,ltz_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lua_Latn,flores200_devtest,premium_ratio_estimate,1.8011687212028415
gemma-2,main,lua_Latn,flores200_devtest,premium_ratio_ci_lower,1.779480660108621
gemma-2,main,lua_Latn,flores200_devtest,premium_ratio_ci_upper,1.8227195147181918
gemma-2,main,lua_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lug_Latn,flores200_devtest,premium_ratio_estimate,1.859896078370714
gemma-2,main,lug_Latn,flores200_devtest,premium_ratio_ci_lower,1.8375775494200834
gemma-2,main,lug_Latn,flores200_devtest,premium_ratio_ci_upper,1.8829685889896424
gemma-2,main,lug_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,luo_Latn,flores200_devtest,premium_ratio_estimate,1.7373569464681689
gemma-2,main,luo_Latn,flores200_devtest,premium_ratio_ci_lower,1.7153058716853544
gemma-2,main,luo_Latn,flores200_devtest,premium_ratio_ci_upper,1.760001419900518
gemma-2,main,luo_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lus_Latn,flores200_devtest,premium_ratio_estimate,1.8727791625664065
gemma-2,main,lus_Latn,flores200_devtest,premium_ratio_ci_lower,1.844413751256548
gemma-2,main,lus_Latn,flores200_devtest,premium_ratio_ci_upper,1.902618118324258
gemma-2,main,lus_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,lvs_Latn,flores200_devtest,premium_ratio_estimate,1.8302733393301673
gemma-2,main,lvs_Latn,flores200_devtest,premium_ratio_ci_lower,1.8099818790571411
gemma-2,main,lvs_Latn,flores200_devtest,premium_ratio_ci_upper,1.8513635445835364
gemma-2,main,lvs_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,mag_Deva,flores200_devtest,premium_ratio_estimate,2.082485664735887
gemma-2,main,mag_Deva,flores200_devtest,premium_ratio_ci_lower,2.0607191618394443
gemma-2,main,mag_Deva,flores200_devtest,premium_ratio_ci_upper,2.103967290700745
gemma-2,main,mag_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,mai_Deva,flores200_devtest,premium_ratio_estimate,2.310536087312665
gemma-2,main,mai_Deva,flores200_devtest,premium_ratio_ci_lower,2.2856394987356587
gemma-2,main,mai_Deva,flores200_devtest,premium_ratio_ci_upper,2.3358694256200416
gemma-2,main,mai_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,mal_Mlym,flores200_devtest,premium_ratio_estimate,3.2912263786440814
gemma-2,main,mal_Mlym,flores200_devtest,premium_ratio_ci_lower,3.2558145128497946
gemma-2,main,mal_Mlym,flores200_devtest,premium_ratio_ci_upper,3.3303355048276617
gemma-2,main,mal_Mlym,flores200_devtest,n_sentences,1012.0
gemma-2,main,mar_Deva,flores200_devtest,premium_ratio_estimate,2.2874851151397775
gemma-2,main,mar_Deva,flores200_devtest,premium_ratio_ci_lower,2.263907021773599
gemma-2,main,mar_Deva,flores200_devtest,premium_ratio_ci_upper,2.312219146296385
gemma-2,main,mar_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,min_Arab,flores200_devtest,premium_ratio_estimate,2.4795398978697283
gemma-2,main,min_Arab,flores200_devtest,premium_ratio_ci_lower,2.4514427712962483
gemma-2,main,min_Arab,flores200_devtest,premium_ratio_ci_upper,2.508179524849622
gemma-2,main,min_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,min_Latn,flores200_devtest,premium_ratio_estimate,1.5455879464115265
gemma-2,main,min_Latn,flores200_devtest,premium_ratio_ci_lower,1.5289084462407432
gemma-2,main,min_Latn,flores200_devtest,premium_ratio_ci_upper,1.5624242799998025
gemma-2,main,min_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,mkd_Cyrl,flores200_devtest,premium_ratio_estimate,1.8171186093999092
gemma-2,main,mkd_Cyrl,flores200_devtest,premium_ratio_ci_lower,1.7994697180191999
gemma-2,main,mkd_Cyrl,flores200_devtest,premium_ratio_ci_upper,1.8349946265301504
gemma-2,main,mkd_Cyrl,flores200_devtest,n_sentences,1012.0
gemma-2,main,mlt_Latn,flores200_devtest,premium_ratio_estimate,2.0817163477175615
gemma-2,main,mlt_Latn,flores200_devtest,premium_ratio_ci_lower,2.0590290228476187
gemma-2,main,mlt_Latn,flores200_devtest,premium_ratio_ci_upper,2.1043582839016217
gemma-2,main,mlt_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,mni_Beng,flores200_devtest,premium_ratio_estimate,3.744283672630657
gemma-2,main,mni_Beng,flores200_devtest,premium_ratio_ci_lower,3.6965623536322023
gemma-2,main,mni_Beng,flores200_devtest,premium_ratio_ci_upper,3.7921124396567967
gemma-2,main,mni_Beng,flores200_devtest,n_sentences,1012.0
gemma-2,main,mos_Latn,flores200_devtest,premium_ratio_estimate,1.991405935616204
gemma-2,main,mos_Latn,flores200_devtest,premium_ratio_ci_lower,1.9623958776653823
gemma-2,main,mos_Latn,flores200_devtest,premium_ratio_ci_upper,2.0206630828105405
gemma-2,main,mos_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,mri_Latn,flores200_devtest,premium_ratio_estimate,2.0921547221703456
gemma-2,main,mri_Latn,flores200_devtest,premium_ratio_ci_lower,2.067714156962563
gemma-2,main,mri_Latn,flores200_devtest,premium_ratio_ci_upper,2.117165579839822
gemma-2,main,mri_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,mya_Mymr,flores200_devtest,premium_ratio_estimate,4.910356177330155
gemma-2,main,mya_Mymr,flores200_devtest,premium_ratio_ci_lower,4.844886219040997
gemma-2,main,mya_Mymr,flores200_devtest,premium_ratio_ci_upper,4.97848729619948
gemma-2,main,mya_Mymr,flores200_devtest,n_sentences,1012.0
gemma-2,main,nld_Latn,flores200_devtest,premium_ratio_estimate,1.3468374958977936
gemma-2,main,nld_Latn,flores200_devtest,premium_ratio_ci_lower,1.3331830023832407
gemma-2,main,nld_Latn,flores200_devtest,premium_ratio_ci_upper,1.361459631392306
gemma-2,main,nld_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,nno_Latn,flores200_devtest,premium_ratio_estimate,1.4260303397584746
gemma-2,main,nno_Latn,flores200_devtest,premium_ratio_ci_lower,1.4121624786553493
gemma-2,main,nno_Latn,flores200_devtest,premium_ratio_ci_upper,1.4406522654685516
gemma-2,main,nno_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,nob_Latn,flores200_devtest,premium_ratio_estimate,1.3556134708000227
gemma-2,main,nob_Latn,flores200_devtest,premium_ratio_ci_lower,1.3424099443529418
gemma-2,main,nob_Latn,flores200_devtest,premium_ratio_ci_upper,1.3687319202515633
gemma-2,main,nob_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,npi_Deva,flores200_devtest,premium_ratio_estimate,2.159340514034361
gemma-2,main,npi_Deva,flores200_devtest,premium_ratio_ci_lower,2.135869893832064
gemma-2,main,npi_Deva,flores200_devtest,premium_ratio_ci_upper,2.1836481752988464
gemma-2,main,npi_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,nso_Latn,flores200_devtest,premium_ratio_estimate,2.0239741952611894
gemma-2,main,nso_Latn,flores200_devtest,premium_ratio_ci_lower,1.9994534259812047
gemma-2,main,nso_Latn,flores200_devtest,premium_ratio_ci_upper,2.0481676761586862
gemma-2,main,nso_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,nus_Latn,flores200_devtest,premium_ratio_estimate,2.9456363052484846
gemma-2,main,nus_Latn,flores200_devtest,premium_ratio_ci_lower,2.9045414106312557
gemma-2,main,nus_Latn,flores200_devtest,premium_ratio_ci_upper,2.988059187756707
gemma-2,main,nus_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,nya_Latn,flores200_devtest,premium_ratio_estimate,1.8737306731930028
gemma-2,main,nya_Latn,flores200_devtest,premium_ratio_ci_lower,1.8497092381578613
gemma-2,main,nya_Latn,flores200_devtest,premium_ratio_ci_upper,1.8989747889996795
gemma-2,main,nya_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,oci_Latn,flores200_devtest,premium_ratio_estimate,1.6987347083964772
gemma-2,main,oci_Latn,flores200_devtest,premium_ratio_ci_lower,1.6821279944945862
gemma-2,main,oci_Latn,flores200_devtest,premium_ratio_ci_upper,1.7162512128354928
gemma-2,main,oci_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ory_Orya,flores200_devtest,premium_ratio_estimate,5.0781409270026705
gemma-2,main,ory_Orya,flores200_devtest,premium_ratio_ci_lower,5.0157159931950765
gemma-2,main,ory_Orya,flores200_devtest,premium_ratio_ci_upper,5.14157625914041
gemma-2,main,ory_Orya,flores200_devtest,n_sentences,1012.0
gemma-2,main,pag_Latn,flores200_devtest,premium_ratio_estimate,1.4693167975280477
gemma-2,main,pag_Latn,flores200_devtest,premium_ratio_ci_lower,1.4483137841211715
gemma-2,main,pag_Latn,flores200_devtest,premium_ratio_ci_upper,1.4906894475781236
gemma-2,main,pag_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,pan_Guru,flores200_devtest,premium_ratio_estimate,3.2805364319023917
gemma-2,main,pan_Guru,flores200_devtest,premium_ratio_ci_lower,3.242583555760215
gemma-2,main,pan_Guru,flores200_devtest,premium_ratio_ci_upper,3.3209901606762973
gemma-2,main,pan_Guru,flores200_devtest,n_sentences,1012.0
gemma-2,main,pap_Latn,flores200_devtest,premium_ratio_estimate,1.5946868650253336
gemma-2,main,pap_Latn,flores200_devtest,premium_ratio_ci_lower,1.5790110963420851
gemma-2,main,pap_Latn,flores200_devtest,premium_ratio_ci_upper,1.6111440414336204
gemma-2,main,pap_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,pbt_Arab,flores200_devtest,premium_ratio_estimate,2.2408551366822356
gemma-2,main,pbt_Arab,flores200_devtest,premium_ratio_ci_lower,2.214976098530239
gemma-2,main,pbt_Arab,flores200_devtest,premium_ratio_ci_upper,2.268617509991069
gemma-2,main,pbt_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,pes_Arab,flores200_devtest,premium_ratio_estimate,1.467565434206564
gemma-2,main,pes_Arab,flores200_devtest,premium_ratio_ci_lower,1.4521541358367847
gemma-2,main,pes_Arab,flores200_devtest,premium_ratio_ci_upper,1.4833894823634768
gemma-2,main,pes_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,plt_Latn,flores200_devtest,premium_ratio_estimate,2.0627846134068415
gemma-2,main,plt_Latn,flores200_devtest,premium_ratio_ci_lower,2.0390351525385375
gemma-2,main,plt_Latn,flores200_devtest,premium_ratio_ci_upper,2.0879948750779995
gemma-2,main,plt_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,pol_Latn,flores200_devtest,premium_ratio_estimate,1.485724140666831
gemma-2,main,pol_Latn,flores200_devtest,premium_ratio_ci_lower,1.4693324543345005
gemma-2,main,pol_Latn,flores200_devtest,premium_ratio_ci_upper,1.5032601547954296
gemma-2,main,pol_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,por_Latn,flores200_devtest,premium_ratio_estimate,1.2383550994791335
gemma-2,main,por_Latn,flores200_devtest,premium_ratio_ci_lower,1.2275880250170135
gemma-2,main,por_Latn,flores200_devtest,premium_ratio_ci_upper,1.2495084075872003
gemma-2,main,por_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,prs_Arab,flores200_devtest,premium_ratio_estimate,1.4531362433903188
gemma-2,main,prs_Arab,flores200_devtest,premium_ratio_ci_lower,1.438193076781741
gemma-2,main,prs_Arab,flores200_devtest,premium_ratio_ci_upper,1.4689575872504248
gemma-2,main,prs_Arab,flores200_devtest,n_sentences,1012.0
gemma-2,main,quy_Latn,flores200_devtest,premium_ratio_estimate,1.8664486854322193
gemma-2,main,quy_Latn,flores200_devtest,premium_ratio_ci_lower,1.8436401323447364
gemma-2,main,quy_Latn,flores200_devtest,premium_ratio_ci_upper,1.8915036061843613
gemma-2,main,quy_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,ron_Latn,flores200_devtest,premium_ratio_estimate,1.572261223554478
gemma-2,main,ron_Latn,flores200_devtest,premium_ratio_ci_lower,1.5564196256589244
gemma-2,main,ron_Latn,flores200_devtest,premium_ratio_ci_upper,1.5881481511163473
gemma-2,main,ron_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,run_Latn,flores200_devtest,premium_ratio_estimate,2.0129894497617578
gemma-2,main,run_Latn,flores200_devtest,premium_ratio_ci_lower,1.9872650909548486
gemma-2,main,run_Latn,flores200_devtest,premium_ratio_ci_upper,2.039346416210915
gemma-2,main,run_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,rus_Cyrl,flores200_devtest,premium_ratio_estimate,1.3894928547536864
gemma-2,main,rus_Cyrl,flores200_devtest,premium_ratio_ci_lower,1.3741011019600597
gemma-2,main,rus_Cyrl,flores200_devtest,premium_ratio_ci_upper,1.4056899142332957
gemma-2,main,rus_Cyrl,flores200_devtest,n_sentences,1012.0
gemma-2,main,sag_Latn,flores200_devtest,premium_ratio_estimate,1.8606804204042062
gemma-2,main,sag_Latn,flores200_devtest,premium_ratio_ci_lower,1.8350120646551353
gemma-2,main,sag_Latn,flores200_devtest,premium_ratio_ci_upper,1.8875488491145858
gemma-2,main,sag_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,san_Deva,flores200_devtest,premium_ratio_estimate,2.319092027201642
gemma-2,main,san_Deva,flores200_devtest,premium_ratio_ci_lower,2.2930300233858714
gemma-2,main,san_Deva,flores200_devtest,premium_ratio_ci_upper,2.3457705264301447
gemma-2,main,san_Deva,flores200_devtest,n_sentences,1012.0
gemma-2,main,sat_Olck,flores200_devtest,premium_ratio_estimate,5.268937255306741
gemma-2,main,sat_Olck,flores200_devtest,premium_ratio_ci_lower,5.207019875158642
gemma-2,main,sat_Olck,flores200_devtest,premium_ratio_ci_upper,5.330563204344452
gemma-2,main,sat_Olck,flores200_devtest,n_sentences,1012.0
gemma-2,main,scn_Latn,flores200_devtest,premium_ratio_estimate,1.8100764147694233
gemma-2,main,scn_Latn,flores200_devtest,premium_ratio_ci_lower,1.789317916370156
gemma-2,main,scn_Latn,flores200_devtest,premium_ratio_ci_upper,1.831666796378824
gemma-2,main,scn_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,shn_Mymr,flores200_devtest,premium_ratio_estimate,6.092435933284806
gemma-2,main,shn_Mymr,flores200_devtest,premium_ratio_ci_lower,5.996587987982304
gemma-2,main,shn_Mymr,flores200_devtest,premium_ratio_ci_upper,6.191952359990043
gemma-2,main,shn_Mymr,flores200_devtest,n_sentences,1012.0
gemma-2,main,sin_Sinh,flores200_devtest,premium_ratio_estimate,4.141722411836292
gemma-2,main,sin_Sinh,flores200_devtest,premium_ratio_ci_lower,4.095935134385725
gemma-2,main,sin_Sinh,flores200_devtest,premium_ratio_ci_upper,4.188813074930257
gemma-2,main,sin_Sinh,flores200_devtest,n_sentences,1012.0
gemma-2,main,slk_Latn,flores200_devtest,premium_ratio_estimate,1.6099277523178246
gemma-2,main,slk_Latn,flores200_devtest,premium_ratio_ci_lower,1.5930855647943083
gemma-2,main,slk_Latn,flores200_devtest,premium_ratio_ci_upper,1.627554532384739
gemma-2,main,slk_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,slv_Latn,flores200_devtest,premium_ratio_estimate,1.5951019609263564
gemma-2,main,slv_Latn,flores200_devtest,premium_ratio_ci_lower,1.578742786089019
gemma-2,main,slv_Latn,flores200_devtest,premium_ratio_ci_upper,1.612683542771846
gemma-2,main,slv_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,smo_Latn,flores200_devtest,premium_ratio_estimate,2.1583170040914217
gemma-2,main,smo_Latn,flores200_devtest,premium_ratio_ci_lower,2.131560622329521
gemma-2,main,smo_Latn,flores200_devtest,premium_ratio_ci_upper,2.1848256816783427
gemma-2,main,smo_Latn,flores200_devtest,n_sentences,1012.0
gemma-2,main,sna_Latn,flores200_devtest,premium_ratio_estimate,1.914912088214212
